"Sujeitos","Itens","Ant","Verbo","RT","Pos","Estudo"
"1651856382","André correu nas praias que chovem frequentemente.","PP","PL",298,"7","Beraldo (2022)"
"1651856382","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",1312,"7","Beraldo (2022)"
"1651856382","Camila fotografou os locais que trovejam frequentemente.","NP","PL",597,"7","Beraldo (2022)"
"1651858508","Paulo visitou as nações que nevam excessivamente.","NP","PL",594,"7","Beraldo (2022)"
"1651858508","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",923,"7","Beraldo (2022)"
"1651858508","Letícia viu as serras que troveja diariamente.","NP","SG",509,"7","Beraldo (2022)"
"1651858508","Ana amou os países que chovem torrencialmente.","NP","PL",557,"7","Beraldo (2022)"
"1651858508","Maria conheceu as regiões que ventam repentinamente.","NP","PL",568,"7","Beraldo (2022)"
"1651858508","Clara cresceu nas montanhas que troveja fortemente.","PP","SG",531,"7","Beraldo (2022)"
"1651858508","Gabriel adorou os estados que chove suavemente.","NP","SG",476,"7","Beraldo (2022)"
"1651858508","Roberto brincou nos desertos que ventam intensamente.","PP","PL",1768,"7","Beraldo (2022)"
"1651858508","André correu nas praias que chovem frequentemente.","PP","PL",461,"7","Beraldo (2022)"
"1651858508","Ricardo pensou nos vales que nevam repetidamente.","PP","PL",503,"7","Beraldo (2022)"
"1651858508","Pedro avistou os montes que neva subitamente.","NP","SG",373,"7","Beraldo (2022)"
"1651858508","Camila fotografou os locais que trovejam frequentemente.","NP","PL",616,"7","Beraldo (2022)"
"1651858508","Sandra morou nas cidades que neva moderadamente.","PP","SG",424,"7","Beraldo (2022)"
"1651858508","Nilton ficou nas planícies que venta loucamente.","PP","SG",374,"7","Beraldo (2022)"
"1651858508","Amanda olhou as colinas que venta rigorosamente.","NP","SG",477,"7","Beraldo (2022)"
"1651858508","Kátia passeou nos lugares que trovejam constantemente.","PP","PL",565,"7","Beraldo (2022)"
"1651858756","Maria conheceu as regiões que ventam repentinamente.","NP","PL",756,"7","Beraldo (2022)"
"1651858756","Nilton ficou nas planícies que venta loucamente.","PP","SG",731,"7","Beraldo (2022)"
"1651858756","Paulo visitou as nações que nevam excessivamente.","NP","PL",1557,"7","Beraldo (2022)"
"1651858756","Pedro avistou os montes que neva subitamente.","NP","SG",705,"7","Beraldo (2022)"
"1651858756","Sandra morou nas cidades que neva moderadamente.","PP","SG",935,"7","Beraldo (2022)"
"1651858756","Roberto brincou nos desertos que ventam intensamente.","PP","PL",628,"7","Beraldo (2022)"
"1651858756","Clara cresceu nas montanhas que troveja fortemente.","PP","SG",605,"7","Beraldo (2022)"
"1651858756","Camila fotografou os locais que trovejam frequentemente.","NP","PL",750,"7","Beraldo (2022)"
"1651858756","Ana amou os países que chovem torrencialmente.","NP","PL",1252,"7","Beraldo (2022)"
"1651858756","Kátia passeou nos lugares que trovejam constantemente.","PP","PL",654,"7","Beraldo (2022)"
"1651858756","Gabriel adorou os estados que chove suavemente.","NP","SG",806,"7","Beraldo (2022)"
"1651858756","Amanda olhou as colinas que venta rigorosamente.","NP","SG",722,"7","Beraldo (2022)"
"1651858756","Ricardo pensou nos vales que nevam repetidamente.","PP","PL",567,"7","Beraldo (2022)"
"1651858756","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",762,"7","Beraldo (2022)"
"1651858756","Letícia viu as serras que troveja diariamente.","NP","SG",659,"7","Beraldo (2022)"
"1651858756","André correu nas praias que chovem frequentemente.","PP","PL",498,"7","Beraldo (2022)"
"1651861539","Kátia passeou nos lugares que trovejam constantemente.","PP","PL",868,"7","Beraldo (2022)"
"1651861539","Gabriel adorou os estados que chove suavemente.","NP","SG",602,"7","Beraldo (2022)"
"1651861539","Clara cresceu nas montanhas que troveja fortemente.","PP","SG",470,"7","Beraldo (2022)"
"1651861539","Ricardo pensou nos vales que nevam repetidamente.","PP","PL",441,"7","Beraldo (2022)"
"1651861539","André correu nas praias que chovem frequentemente.","PP","PL",451,"7","Beraldo (2022)"
"1651861539","Ana amou os países que chovem torrencialmente.","NP","PL",291,"7","Beraldo (2022)"
"1651861539","Camila fotografou os locais que trovejam frequentemente.","NP","PL",355,"7","Beraldo (2022)"
"1651861539","Paulo visitou as nações que nevam excessivamente.","NP","PL",3087,"7","Beraldo (2022)"
"1651861539","Maria conheceu as regiões que ventam repentinamente.","NP","PL",4254,"7","Beraldo (2022)"
"1651861539","Pedro avistou os montes que neva subitamente.","NP","SG",368,"7","Beraldo (2022)"
"1651861539","Nilton ficou nas planícies que venta loucamente.","PP","SG",473,"7","Beraldo (2022)"
"1651861539","Amanda olhou as colinas que venta rigorosamente.","NP","SG",379,"7","Beraldo (2022)"
"1651861539","Sandra morou nas cidades que neva moderadamente.","PP","SG",383,"7","Beraldo (2022)"
"1651861539","Letícia viu as serras que troveja diariamente.","NP","SG",394,"7","Beraldo (2022)"
"1651861539","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",490,"7","Beraldo (2022)"
"1651861539","Roberto brincou nos desertos que ventam intensamente.","PP","PL",534,"7","Beraldo (2022)"
"1651862178","Ricardo pensou nos vales que nevam repetidamente.","PP","PL",800,"7","Beraldo (2022)"
"1651862178","Pedro avistou os montes que neva subitamente.","NP","SG",1565,"7","Beraldo (2022)"
"1651862178","Gabriel adorou os estados que chove suavemente.","NP","SG",370,"7","Beraldo (2022)"
"1651862178","Letícia viu as serras que troveja diariamente.","NP","SG",717,"7","Beraldo (2022)"
"1651862178","Paulo visitou as nações que nevam excessivamente.","NP","PL",306,"7","Beraldo (2022)"
"1651862178","Nilton ficou nas planícies que venta loucamente.","PP","SG",1000,"7","Beraldo (2022)"
"1651862178","André correu nas praias que chovem frequentemente.","PP","PL",699,"7","Beraldo (2022)"
"1651862178","Kátia passeou nos lugares que trovejam constantemente.","PP","PL",632,"7","Beraldo (2022)"
"1651862178","Ana amou os países que chovem torrencialmente.","NP","PL",820,"7","Beraldo (2022)"
"1651862178","Sandra morou nas cidades que neva moderadamente.","PP","SG",539,"7","Beraldo (2022)"
"1651862178","Clara cresceu nas montanhas que troveja fortemente.","PP","SG",620,"7","Beraldo (2022)"
"1651862178","Maria conheceu as regiões que ventam repentinamente.","NP","PL",396,"7","Beraldo (2022)"
"1651862178","Amanda olhou as colinas que venta rigorosamente.","NP","SG",489,"7","Beraldo (2022)"
"1651862178","Camila fotografou os locais que trovejam frequentemente.","NP","PL",1261,"7","Beraldo (2022)"
"1651862178","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",950,"7","Beraldo (2022)"
"1651862178","Roberto brincou nos desertos que ventam intensamente.","PP","PL",884,"7","Beraldo (2022)"
"1651864734","Sandra morou nas cidades que neva moderadamente.","PP","SG",1040,"7","Beraldo (2022)"
"1651864734","Nilton ficou nas planícies que venta loucamente.","PP","SG",567,"7","Beraldo (2022)"
"1651864734","Maria conheceu as regiões que ventam repentinamente.","NP","PL",440,"7","Beraldo (2022)"
"1651864734","André correu nas praias que chovem frequentemente.","PP","PL",520,"7","Beraldo (2022)"
"1651864734","Amanda olhou as colinas que venta rigorosamente.","NP","SG",687,"7","Beraldo (2022)"
"1651864734","Gabriel adorou os estados que chove suavemente.","NP","SG",440,"7","Beraldo (2022)"
"1651864734","Ricardo pensou nos vales que nevam repetidamente.","PP","PL",416,"7","Beraldo (2022)"
"1651864734","Roberto brincou nos desertos que ventam intensamente.","PP","PL",304,"7","Beraldo (2022)"
"1651864734","Kátia passeou nos lugares que trovejam constantemente.","PP","PL",544,"7","Beraldo (2022)"
"1651864734","Pedro avistou os montes que neva subitamente.","NP","SG",448,"7","Beraldo (2022)"
"1651864734","Camila fotografou os locais que trovejam frequentemente.","NP","PL",592,"7","Beraldo (2022)"
"1651864734","Letícia viu as serras que troveja diariamente.","NP","SG",423,"7","Beraldo (2022)"
"1651864734","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",343,"7","Beraldo (2022)"
"1651864734","Clara cresceu nas montanhas que troveja fortemente.","PP","SG",479,"7","Beraldo (2022)"
"1651864734","Paulo visitou as nações que nevam excessivamente.","NP","PL",537,"7","Beraldo (2022)"
"1651864734","Ana amou os países que chovem torrencialmente.","NP","PL",353,"7","Beraldo (2022)"
"1651869002","Camila fotografou os locais que trovejam frequentemente.","NP","PL",1086,"7","Beraldo (2022)"
"1651869002","Roberto brincou nos desertos que ventam intensamente.","PP","PL",1050,"7","Beraldo (2022)"
"1651869002","Paulo visitou as nações que nevam excessivamente.","NP","PL",1862,"7","Beraldo (2022)"
"1651869002","Maria conheceu as regiões que ventam repentinamente.","NP","PL",806,"7","Beraldo (2022)"
"1651869002","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",596,"7","Beraldo (2022)"
"1651869002","Ricardo pensou nos vales que nevam repetidamente.","PP","PL",463,"7","Beraldo (2022)"
"1651869002","Sandra morou nas cidades que neva moderadamente.","PP","SG",516,"7","Beraldo (2022)"
"1651869002","Clara cresceu nas montanhas que troveja fortemente.","PP","SG",558,"7","Beraldo (2022)"
"1651869002","Kátia passeou nos lugares que trovejam constantemente.","PP","PL",954,"7","Beraldo (2022)"
"1651869002","Amanda olhou as colinas que venta rigorosamente.","NP","SG",623,"7","Beraldo (2022)"
"1651869002","Pedro avistou os montes que neva subitamente.","NP","SG",303,"7","Beraldo (2022)"
"1651869002","André correu nas praias que chovem frequentemente.","PP","PL",528,"7","Beraldo (2022)"
"1651869002","Ana amou os países que chovem torrencialmente.","NP","PL",573,"7","Beraldo (2022)"
"1651869002","Letícia viu as serras que troveja diariamente.","NP","SG",295,"7","Beraldo (2022)"
"1651869002","Gabriel adorou os estados que chove suavemente.","NP","SG",660,"7","Beraldo (2022)"
"1651869002","Nilton ficou nas planícies que venta loucamente.","PP","SG",900,"7","Beraldo (2022)"
"1651872115","Gabriel adorou os estados que chove suavemente.","NP","SG",640,"7","Beraldo (2022)"
"1651872115","Letícia viu as serras que troveja diariamente.","NP","SG",529,"7","Beraldo (2022)"
"1651872115","Nilton ficou nas planícies que venta loucamente.","PP","SG",449,"7","Beraldo (2022)"
"1651872115","Amanda olhou as colinas que venta rigorosamente.","NP","SG",528,"7","Beraldo (2022)"
"1651872115","Pedro avistou os montes que neva subitamente.","NP","SG",546,"7","Beraldo (2022)"
"1651872115","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",704,"7","Beraldo (2022)"
"1651872115","André correu nas praias que chovem frequentemente.","PP","PL",592,"7","Beraldo (2022)"
"1651872115","Maria conheceu as regiões que ventam repentinamente.","NP","PL",576,"7","Beraldo (2022)"
"1651872115","Clara cresceu nas montanhas que troveja fortemente.","PP","SG",417,"7","Beraldo (2022)"
"1651872115","Camila fotografou os locais que trovejam frequentemente.","NP","PL",543,"7","Beraldo (2022)"
"1651872115","Ricardo pensou nos vales que nevam repetidamente.","PP","PL",576,"7","Beraldo (2022)"
"1651872115","Ana amou os países que chovem torrencialmente.","NP","PL",929,"7","Beraldo (2022)"
"1651872115","Kátia passeou nos lugares que trovejam constantemente.","PP","PL",465,"7","Beraldo (2022)"
"1651872115","Paulo visitou as nações que nevam excessivamente.","NP","PL",528,"7","Beraldo (2022)"
"1651872115","Roberto brincou nos desertos que ventam intensamente.","PP","PL",432,"7","Beraldo (2022)"
"1651872115","Sandra morou nas cidades que neva moderadamente.","PP","SG",496,"7","Beraldo (2022)"
"1651873749","Gabriel adorou os estados que chove suavemente.","NP","SG",2962,"7","Beraldo (2022)"
"1651873749","Nilton ficou nas planícies que venta loucamente.","PP","SG",1146,"7","Beraldo (2022)"
"1651873749","Sandra morou nas cidades que neva moderadamente.","PP","SG",1112,"7","Beraldo (2022)"
"1651873749","Ricardo pensou nos vales que nevam repetidamente.","PP","PL",1776,"7","Beraldo (2022)"
"1651873749","Letícia viu as serras que troveja diariamente.","NP","SG",2529,"7","Beraldo (2022)"
"1651873749","André correu nas praias que chovem frequentemente.","PP","PL",2298,"7","Beraldo (2022)"
"1651873749","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",1400,"7","Beraldo (2022)"
"1651873749","Paulo visitou as nações que nevam excessivamente.","NP","PL",944,"7","Beraldo (2022)"
"1651873749","Amanda olhou as colinas que venta rigorosamente.","NP","SG",1258,"7","Beraldo (2022)"
"1651873749","Maria conheceu as regiões que ventam repentinamente.","NP","PL",2454,"7","Beraldo (2022)"
"1651873749","Ana amou os países que chovem torrencialmente.","NP","PL",1185,"7","Beraldo (2022)"
"1651873749","Clara cresceu nas montanhas que troveja fortemente.","PP","SG",864,"7","Beraldo (2022)"
"1651873749","Camila fotografou os locais que trovejam frequentemente.","NP","PL",624,"7","Beraldo (2022)"
"1651873749","Pedro avistou os montes que neva subitamente.","NP","SG",631,"7","Beraldo (2022)"
"1651873749","Roberto brincou nos desertos que ventam intensamente.","PP","PL",816,"7","Beraldo (2022)"
"1651873749","Kátia passeou nos lugares que trovejam constantemente.","PP","PL",1680,"7","Beraldo (2022)"
"1651874520","Clara cresceu nas montanhas que troveja fortemente.","PP","SG",1564,"7","Beraldo (2022)"
"1651874520","Camila fotografou os locais que trovejam frequentemente.","NP","PL",716,"7","Beraldo (2022)"
"1651874520","Ana amou os países que chovem torrencialmente.","NP","PL",1242,"7","Beraldo (2022)"
"1651874520","Gabriel adorou os estados que chove suavemente.","NP","SG",559,"7","Beraldo (2022)"
"1651874520","Ricardo pensou nos vales que nevam repetidamente.","PP","PL",1405,"7","Beraldo (2022)"
"1651874520","Maria conheceu as regiões que ventam repentinamente.","NP","PL",638,"7","Beraldo (2022)"
"1651874520","Nilton ficou nas planícies que venta loucamente.","PP","SG",773,"7","Beraldo (2022)"
"1651874520","Letícia viu as serras que troveja diariamente.","NP","SG",792,"7","Beraldo (2022)"
"1651874520","André correu nas praias que chovem frequentemente.","PP","PL",648,"7","Beraldo (2022)"
"1651874520","Sandra morou nas cidades que neva moderadamente.","PP","SG",588,"7","Beraldo (2022)"
"1651874520","Amanda olhou as colinas que venta rigorosamente.","NP","SG",1106,"7","Beraldo (2022)"
"1651874520","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",833,"7","Beraldo (2022)"
"1651874520","Roberto brincou nos desertos que ventam intensamente.","PP","PL",1867,"7","Beraldo (2022)"
"1651874520","Paulo visitou as nações que nevam excessivamente.","NP","PL",601,"7","Beraldo (2022)"
"1651874520","Pedro avistou os montes que neva subitamente.","NP","SG",751,"7","Beraldo (2022)"
"1651874520","Kátia passeou nos lugares que trovejam constantemente.","PP","PL",795,"7","Beraldo (2022)"
"1651875197","Clara cresceu nas montanhas que troveja fortemente.","PP","SG",776,"7","Beraldo (2022)"
"1651875197","Paulo visitou as nações que nevam excessivamente.","NP","PL",1440,"7","Beraldo (2022)"
"1651875197","Sandra morou nas cidades que neva moderadamente.","PP","SG",1751,"7","Beraldo (2022)"
"1651875197","Nilton ficou nas planícies que venta loucamente.","PP","SG",1000,"7","Beraldo (2022)"
"1651875197","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",881,"7","Beraldo (2022)"
"1651875197","Gabriel adorou os estados que chove suavemente.","NP","SG",1177,"7","Beraldo (2022)"
"1651875197","Roberto brincou nos desertos que ventam intensamente.","PP","PL",1400,"7","Beraldo (2022)"
"1651875197","Letícia viu as serras que troveja diariamente.","NP","SG",1056,"7","Beraldo (2022)"
"1651875197","Ana amou os países que chovem torrencialmente.","NP","PL",3256,"7","Beraldo (2022)"
"1651875197","Pedro avistou os montes que neva subitamente.","NP","SG",1081,"7","Beraldo (2022)"
"1651875197","Maria conheceu as regiões que ventam repentinamente.","NP","PL",1304,"7","Beraldo (2022)"
"1651875197","André correu nas praias que chovem frequentemente.","PP","PL",1104,"7","Beraldo (2022)"
"1651875197","Kátia passeou nos lugares que trovejam constantemente.","PP","PL",641,"7","Beraldo (2022)"
"1651875197","Amanda olhou as colinas que venta rigorosamente.","NP","SG",1976,"7","Beraldo (2022)"
"1651875197","Ricardo pensou nos vales que nevam repetidamente.","PP","PL",1176,"7","Beraldo (2022)"
